GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
Shot Chart Detail,0021500003,550,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,0
Shot Chart Detail,0021500030,525,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,87,229,1,0
Shot Chart Detail,0021500035,539,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,13,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,11,1,1
Shot Chart Detail,0021500035,556,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-145,259,1,1
Shot Chart Detail,0021500035,570,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,222,100,1,0
Shot Chart Detail,0021500035,573,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-96,2,1,0
Shot Chart Detail,0021500069,478,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,101,249,1,1
Shot Chart Detail,0021500069,495,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,34,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,120,111,1,0
Shot Chart Detail,0021500069,508,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-194,111,1,1
Shot Chart Detail,0021500069,523,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,8,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-74,257,1,1
Shot Chart Detail,0021500083,493,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,55,252,1,0
Shot Chart Detail,0021500092,529,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,42,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,21,1,1
Shot Chart Detail,0021500104,444,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-6,259,1,1
Shot Chart Detail,0021500120,544,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,37,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1
Shot Chart Detail,0021500125,458,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,151,213,1,0
Shot Chart Detail,0021500125,485,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-174,213,1,0
Shot Chart Detail,0021500125,503,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,55,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,151,115,1,1
Shot Chart Detail,0021500125,527,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,51,257,1,1
Shot Chart Detail,0021500144,409,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,36,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1
Shot Chart Detail,0021500144,412,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-156,85,1,0
Shot Chart Detail,0021500144,462,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,22,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,0
Shot Chart Detail,0021500144,499,201939,Stephen Curry,1610612744,Golden State Warriors,5,4,0,Missed Shot,Turnaround Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-165,185,1,0
Shot Chart Detail,0021500144,510,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,5,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500144,522,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,38,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-125,129,1,0
Shot Chart Detail,0021500164,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,28,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,130,106,1,1
Shot Chart Detail,0021500164,545,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,25,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,36,1,0
Shot Chart Detail,0021500177,523,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,145,213,1,0
Shot Chart Detail,0021500177,525,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-47,242,1,1
Shot Chart Detail,0021500187,476,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-65,252,1,0
Shot Chart Detail,0021500187,478,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,23,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,0
Shot Chart Detail,0021500187,486,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,1
Shot Chart Detail,0021500259,457,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-20,254,1,0
Shot Chart Detail,0021500259,464,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,46,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-125,175,1,1
Shot Chart Detail,0021500259,466,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,29,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,0
Shot Chart Detail,0021500259,483,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-205,165,1,1
Shot Chart Detail,0021500259,487,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,23,120,198,1,0
Shot Chart Detail,0021500290,483,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-210,198,1,0
Shot Chart Detail,0021500290,499,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,37,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,252,1,1
Shot Chart Detail,0021500290,511,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,249,1,1
Shot Chart Detail,0021500290,513,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-45,252,1,0
Shot Chart Detail,0021500300,482,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,46,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,-10,1,0
Shot Chart Detail,0021500314,464,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,49,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,76,169,1,1
Shot Chart Detail,0021500314,474,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,168,208,1,0
Shot Chart Detail,0021500314,487,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,27,36,1,0
Shot Chart Detail,0021500314,509,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,7,1,1
Shot Chart Detail,0021500336,504,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,48,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,13,1,0
Shot Chart Detail,0021500336,522,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,145,129,1,0
Shot Chart Detail,0021500336,530,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,19,262,1,0
Shot Chart Detail,0021500336,532,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,28,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,14,1,0
Shot Chart Detail,0021500336,560,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-24,288,1,1
Shot Chart Detail,0021500336,565,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-147,95,1,0
Shot Chart Detail,0021500336,620,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-145,214,1,0
Shot Chart Detail,0021500336,632,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,53,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1
Shot Chart Detail,0021500336,634,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,195,1,0
Shot Chart Detail,0021500351,506,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,214,1,1
Shot Chart Detail,0021500351,511,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,11,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1
Shot Chart Detail,0021500351,517,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,242,1,0
Shot Chart Detail,0021500397,513,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,52,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,6,41,1,1
Shot Chart Detail,0021500397,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,16,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,1
Shot Chart Detail,0021500397,533,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,217,120,1,0
Shot Chart Detail,0021500438,496,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,26,1,0
Shot Chart Detail,0021500438,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1
Shot Chart Detail,0021500438,517,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,57,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,1
Shot Chart Detail,0021500438,521,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,171,200,1,0
Shot Chart Detail,0021500520,395,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,53,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-92,70,1,1
Shot Chart Detail,0021500520,416,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,186,198,1,0
Shot Chart Detail,0021500520,422,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,34,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,0
Shot Chart Detail,0021500520,425,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,13,1,0
Shot Chart Detail,0021500520,432,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,26,1,1
Shot Chart Detail,0021500520,447,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,42,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,187,183,1,0
Shot Chart Detail,0021500556,500,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,40,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,37,11,1,0
Shot Chart Detail,0021500556,509,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,23,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,16,1,1
Shot Chart Detail,0021500556,550,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-205,169,1,1
Shot Chart Detail,0021500556,557,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-24,224,1,1
Shot Chart Detail,0021500568,463,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,218,1,1
Shot Chart Detail,0021500568,485,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,42,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,127,134,1,1
Shot Chart Detail,0021500568,506,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-117,232,1,1
Shot Chart Detail,0021500583,529,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,8,1,1
Shot Chart Detail,0021500583,535,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,1
Shot Chart Detail,0021500583,545,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,44,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,150,190,1,1
Shot Chart Detail,0021500583,547,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,13,1,1
Shot Chart Detail,0021500583,556,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-138,303,1,1
Shot Chart Detail,0021500605,527,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,233,100,1,0
Shot Chart Detail,0021500652,503,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,228,1,1
Shot Chart Detail,0021500652,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,26,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,18,1,1
Shot Chart Detail,0021500652,532,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1
Shot Chart Detail,0021500707,452,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,25,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,50,41,1,0
Shot Chart Detail,0021500707,464,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-73,242,1,1
Shot Chart Detail,0021500707,472,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,10,278,1,0
Shot Chart Detail,0021500707,503,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,46,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,1
Shot Chart Detail,0021500739,560,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-212,188,1,1
Shot Chart Detail,0021500739,576,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,2,1,1
Shot Chart Detail,0021500739,583,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,0,1,1
Shot Chart Detail,0021500769,491,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-96,237,1,0
Shot Chart Detail,0021500769,503,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-6,85,1,0
Shot Chart Detail,0021500769,528,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,11,1,1
Shot Chart Detail,0021500769,540,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,186,203,1,0
Shot Chart Detail,0021500769,542,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,54,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,28,1,1
Shot Chart Detail,0021500769,549,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,33,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,133,111,1,1
Shot Chart Detail,0021500788,523,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,38,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,87,67,1,0
Shot Chart Detail,0021500788,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,207,169,1,0
Shot Chart Detail,0021500788,567,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,10,252,1,0
Shot Chart Detail,0021500822,477,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,188,1,1
Shot Chart Detail,0021500822,480,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-84,249,1,0
Shot Chart Detail,0021500822,485,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-30,259,1,0
Shot Chart Detail,0021500836,465,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,43,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,31,1,1
Shot Chart Detail,0021500836,480,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,213,1,0
Shot Chart Detail,0021500836,483,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,19,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1
Shot Chart Detail,0021500836,492,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,2,1,1
Shot Chart Detail,0021500836,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,28,267,1,0
Shot Chart Detail,0021500848,490,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,185,1,0
Shot Chart Detail,0021500848,530,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,29,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,14,136,1,0
Shot Chart Detail,0021500848,538,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,9,267,1,1
Shot Chart Detail,0021500848,547,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,12,262,1,1
Shot Chart Detail,0021500855,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,73,264,1,1
Shot Chart Detail,0021500855,526,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-155,208,1,0
Shot Chart Detail,0021500855,531,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,-1,1,1
Shot Chart Detail,0021500874,481,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1
Shot Chart Detail,0021500874,487,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,249,1,1
Shot Chart Detail,0021500874,505,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,60,257,1,1
Shot Chart Detail,0021500874,554,201939,Stephen Curry,1610612744,Golden State Warriors,5,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,254,1,1
Shot Chart Detail,0021500874,568,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,117,223,1,1
Shot Chart Detail,0021500874,572,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,158,185,1,0
Shot Chart Detail,0021500874,579,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,34,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,132,120,1,0
Shot Chart Detail,0021500874,605,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,37,-180,326,1,1
Shot Chart Detail,0021500911,459,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,16,1,1
Shot Chart Detail,0021500911,490,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,16,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,45,257,1,1
Shot Chart Detail,0021500911,499,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,187,193,1,1
Shot Chart Detail,0021500002,500,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,40,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-7,52,1,1
